Name,Year,Engine,Fuel,Transmission,Driven_KM,No_of_Owner,Location, Price 
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,2143 CC,Diesel,Automatic,130923,First,Pune,12.5
Hyundai Grand i10 Sportz,2015,1197 CC,Petrol,Manual,15000,First,Chennai,4.9
Hyundai i20 1.4 CRDi Sportz,2014,1396 CC,Diesel,Manual,32720,First,Mumbai,4.5
Renault KWID RXT,2016,799 CC,Petrol,Manual,12500,First,Jaipur,3
Hyundai Xcent 1.2 Kappa AT SX Option,2015,1197 CC,Petrol,Automatic,59800,First,Chennai,5.8
Volkswagen Vento Petrol Highline,2011,1598 CC,Petrol,Manual,54211,First,Pune,3.33
Chevrolet Cruze LTZ AT,2015,1998 CC,Diesel,Automatic,62242,First,Kochi,6.62
Nissan Terrano XL 110 PS,2015,1461 CC,Diesel,Manual,54000,Second,Mumbai,5.75
Hyundai Verna 1.6 SX,2012,1582 CC,Diesel,Manual,65000,First,Hyderabad,6.2
Maruti Celerio VXI AMT,2015,998 CC,Petrol,Automatic,55000,First,Chennai,3.5
Maruti Wagon R LXI,2010,998 CC,Petrol,Manual,71000,First,Pune,2
Hyundai i20 Magna Optional 1.4 CRDi,2012,1396 CC,Diesel,Manual,70000,First,Chennai,4
Audi A4 1.8 TFSI,2011,1781 CC,Petrol,Automatic,53000,First,Mumbai,9.5
BMW X1 sDrive20d,2013,1995 CC,Diesel,Automatic,43000,First,Mumbai,17.5
Skoda Rapid 1.6 MPI AT Elegance Plus,2015,1598 CC,Petrol,Automatic,54000,First,Mumbai,6.11
Hyundai i10 Magna,2014,1197 CC,Petrol,Manual,51000,First,Ahmedabad,3.75
Mitsubishi Pajero 2.8 GLX CRZ,2007,2835 CC,Diesel,Manual,78000,Second,Hyderabad,6.2
Honda City i DTEC SV,2014,1498 CC,Diesel,Manual,25000,First,Mumbai,6.15
Maruti Alto K10 2010-2014 VXI,2012,998 CC,Petrol,Manual,12600,First,Pune,2.4
Maruti Swift Ldi BSIII,2009,1248 CC,Diesel,Manual,80000,Fourth & Above,Pune,2.15
Hyundai Grand i10 Magna,2016,1197 CC,Petrol,Manual,21000,First,Kolkata,3.75
Ford Figo Petrol ZXI,2011,1196 CC,Petrol,Manual,32000,Second,Mumbai,2.15
Hyundai Grand i10 SportZ Edition,2015,1197 CC,Petrol,Manual,50000,First,Bangalore,4.75
Maruti SX4 Vxi BSIV,2010,1586 CC,Petrol,Manual,47500,First,Mumbai,2.45
Honda City i-VTEC VX,2017,1497 CC,Petrol,Manual,7500,First,Mumbai,11.15
Renault Duster 110PS Diesel RxZ AMT,2016,1461 CC,Diesel,Automatic,68163,First,Jaipur,8.9
Honda Amaze S i-Dtech,2014,1498 CC,Diesel,Manual,61000,First,Ahmedabad,4.35
Toyota Innova 2.5 Z Diesel 7 Seater,2015,2494 CC,Diesel,Manual,100000,Second,Jaipur,12
BMW 3 Series 320d Highline,2009,1995 CC,Diesel,Automatic,61500,Second,Mumbai,8.5
Hyundai i10 Magna 1.1 iTech SE,2017,1086 CC,Petrol,Manual,42883,First,Kochi,4.27
Renault Duster 85PS Diesel RxL Optional with Nav,2012,1461 CC,Diesel,Manual,97000,Second,Jaipur,4.25
Mitsubishi Outlander 2.4,2010,2360 CC,Petrol,Automatic,39525,First,Bangalore,9.25
Maruti Vitara Brezza LDi,2017,1248 CC,Diesel,Manual,35384,First,Kochi,8.61
Mercedes-Benz R-Class R350 CDI 4MATIC,2010,2987 CC,Diesel,Automatic,46000,First,Hyderabad,28
Ford EcoSport 1.5 Diesel Titanium,2018,1498 CC,Diesel,Manual,32189,First,Coimbatore,9.25
Hyundai Verna 1.6 CRDI AT SX Option,2016,1582 CC,Diesel,Automatic,27000,First,Chennai,8.6
Volkswagen Polo 1.2 MPI Highline,2018,1198 CC,Petrol,Manual,22734,First,Coimbatore,7.53
Renault Duster 110PS Diesel RxL,2014,1461 CC,Diesel,Manual,58002,First,Mumbai,5.75
Honda Brio S Option AT,2012,1198 CC,Petrol,Automatic,31500,First,Chennai,4.15
Ford Figo 2015-2019 1.2P Titanium MT,2017,1196 CC,Petrol,Manual,30933,First,Coimbatore,5.84
Audi A6 2.0 TDI Design Edition,2012,1968 CC,Diesel,Automatic,27090,First,Kolkata,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2015,2993 CC,Diesel,Automatic,29500,First,Mumbai,43
Hyundai i10 Sportz Option,2013,1197 CC,Petrol,Manual,45000,First,Pune,3.55
Hyundai i20 1.2 Asta Option,2018,1197 CC,Petrol,Manual,11691,First,Hyderabad,8.9
Skoda Octavia L and K 1.9 TDI MT,2006,1896 CC,Diesel,Manual,121000,Second,Hyderabad,2.5
Hyundai Verna Transform SX VGT CRDi,2010,1493 CC,Diesel,Manual,118077,First,Hyderabad,3.85
Hyundai Verna 1.6 SX VTVT (O) AT,2012,1591 CC,Petrol,Automatic,36300,Third,Chennai,7.5
Hyundai Getz GVS,2005,1341 CC,Petrol,Manual,90000,Second,Mumbai,1.8
Ford Figo Diesel EXI,2010,1399 CC,Diesel,Manual,78000,First,Chennai,2.25
Audi A6 2011-2015 35 TDI Technology,2015,1968 CC,Diesel,Automatic,42000,First,Mumbai,24.25
Volkswagen Polo 1.2 MPI Highline,2015,1198 CC,Petrol,Manual,27000,First,Mumbai,4.35
BMW X1 sDrive20d,2012,1995 CC,Diesel,Automatic,22000,First,Kolkata,11.5
Honda City i VTEC SV,2014,1497 CC,Petrol,Manual,49000,First,Kolkata,4.75
Hyundai i20 Sportz Option Diesel,2012,1396 CC,Diesel,Manual,42600,First,Hyderabad,4.99
Honda Jazz 1.2 V CVT i VTEC,2018,1199 CC,Petrol,Automatic,12794,First,Coimbatore,9.15
Maruti Swift 1.3 VXi,2006,,Petrol,Manual,125000,Fourth & Above,Jaipur,2.35
Honda CR-V 2.4 AT,2014,2354 CC,Petrol,Automatic,88046,First,Hyderabad,13.99
Mercedes-Benz A Class A180 CDI,2014,2143 CC,Diesel,Automatic,8000,Second,Bangalore,19.75
Mahindra XUV500 AT W10 AWD,2018,2179 CC,Diesel,Automatic,82739,First,Coimbatore,16.77
Mahindra Bolero SLX 2WD,2006,2523 CC,Diesel,Manual,193000,Third,Bangalore,2.5
Renault Scala RxL AT,2013,1498 CC,Petrol,Automatic,7000,First,Mumbai,3.65
Land Rover Freelander 2 HSE SD4,2012,2179 CC,Diesel,Automatic,60000,Second,Ahmedabad,23.5
Maruti Alto 800 VXI,2017,796 CC,Petrol,Manual,38000,First,Pune,3.11
Toyota Etios G,2013,1496 CC,Petrol,Manual,56344,First,Kochi,4.57
Hyundai i20 Sportz Option,2014,1197 CC,Petrol,Manual,17858,First,Mumbai,5.32
Hyundai i10 Sportz,2012,1197 CC,Petrol,Manual,53000,First,Hyderabad,3.2
Maruti Swift VDI BSIV,2016,1248 CC,Diesel,Manual,67906,First,Kochi,5.63
Hyundai EON Magna Plus,2015,814 CC,Petrol,Manual,19000,First,Hyderabad,3
BMW 3 Series 320d,2010,1995 CC,Diesel,Automatic,67000,Second,Mumbai,9.25
Tata Indigo XL Classic Dicor,2011,1396 CC,Diesel,Manual,80000,First,Delhi,1.2
Maruti Alto 800 LXI,2015,796 CC,Petrol,Manual,61000,First,Delhi,2.15
Volkswagen Polo Diesel Highline 1.2L,2010,1199 CC,Diesel,Manual,39000,First,Pune,3.05
Toyota Corolla Altis VL AT,2014,1798 CC,Petrol,Automatic,59000,First,Ahmedabad,11.5
Hyundai Santro Xing GLS,2008,1086 CC,Petrol,Manual,80931,First,Hyderabad,2.3
Maruti Swift ZXI,2016,1197 CC,Petrol,Manual,34000,First,Kolkata,4.95
Renault Scala Diesel RxL,2013,1461 CC,Diesel,Manual,130000,First,Hyderabad,4.75
Maruti Vitara Brezza ZDi Plus,2018,1248 CC,Diesel,Manual,52380,First,Coimbatore,10.15
Nissan Micra XV,2011,1198 CC,Petrol,Manual,44000,First,Kolkata,2.65
Ford Figo Diesel EXI,2015,1399 CC,Diesel,Manual,84000,First,Hyderabad,3.8
Honda CR-V 2.0 AT,2017,1997 CC,Petrol,Automatic,41697,First,Kochi,16.68
Nissan Terrano XV 110 PS,2014,1461 CC,Diesel,Manual,163000,First,Pune,5
Toyota Etios Liva 1.2 G,2011,1197 CC,Petrol,Manual,42000,Second,Chennai,3.75
Hyundai i20 Asta 1.4 CRDi,2013,1396 CC,Diesel,Manual,129000,Third,Jaipur,4.11
Ford Figo Aspire 1.2 Ti-VCT Ambiente,2015,1196 CC,Petrol,Manual,32200,Second,Chennai,4.25
Mitsubishi Pajero 2.8 GLX CRZ,2004,2835 CC,Diesel,Manual,129000,First,Mumbai,3.45
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,1968 CC,Diesel,Automatic,40000,First,Bangalore,22.5
Toyota Innova 2.0 E,2006,1998 CC,Petrol,Manual,150000,First,Delhi,4.5
Chevrolet Aveo U-VA 1.2 LS,2007,1150 CC,Petrol,Manual,140000,First,Jaipur,0.9
Hyundai Getz GLS,2006,1341 CC,Petrol,Manual,63181,First,Hyderabad,1.85
Honda Amaze S i-Dtech,2013,1498 CC,Diesel,Manual,39575,First,Kolkata,3.25
Maruti Swift VDI BSIV W ABS,2010,1248 CC,Diesel,Manual,63600,Second,Pune,3.1
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,1498 CC,Diesel,Manual,70374,First,Coimbatore,7.34
Volkswagen CrossPolo 1.5 TDI,2015,1498 CC,Diesel,Manual,26256,First,Kolkata,4.25
Hyundai Elite i20 Petrol Sportz,2016,1197 CC,Petrol,Manual,13460,First,Delhi,6.45
Toyota Innova 2.5 V Diesel 8-seater,2011,2494 CC,Diesel,Manual,122000,Second,Chennai,10.75
Mercedes-Benz M-Class ML 250 CDI,2015,2143 CC,Diesel,Automatic,58589,First,Kolkata,27.75
Maruti Wagon R LX BSIII,2005,1061 CC,Petrol,Manual,115000,Second,Jaipur,0.99
Ford Endeavour 2.2 Trend AT 4X2,2016,2198 CC,Diesel,Automatic,75000,First,Pune,24
Hyundai Elite i20 Petrol Sportz,2016,1197 CC,Petrol,Manual,30292,First,Jaipur,6.1
Honda WRV i-VTEC VX,2017,1199 CC,Petrol,Manual,32248,First,Ahmedabad,8.25
Volkswagen Polo Petrol Highline 1.2L,2013,1198 CC,Petrol,Manual,74000,First,Bangalore,4.65
Honda CR-V 2.0L 2WD MT,2014,1997 CC,Petrol,Manual,56100,First,Mumbai,9.75
Hyundai Grand i10 1.2 Kappa Asta,2014,1197 CC,Petrol,Manual,61325,First,Bangalore,4.4
Maruti Swift Dzire VXI,2014,1197 CC,Petrol,Manual,33000,First,Kolkata,3.99
BMW 5 Series 2003-2012 530d,2016,2993 CC,Diesel,Automatic,18090,First,Coimbatore,45.73
Ford Ecosport 1.5 DV5 MT Ambiente,2014,1498 CC,Diesel,Manual,71390,First,Kochi,5.27
Maruti Wagon R LXI CNG,2014,998 CC,CNG,Manual,41000,First,Mumbai,3.5
Honda City i DTec V,2016,1498 CC,Diesel,Manual,67000,First,Ahmedabad,7.25
Tata Indigo LS,2008,1405 CC,Diesel,Manual,99000,Second,Chennai,1.6
Renault Duster 110PS Diesel RxL,2014,1461 CC,Diesel,Manual,142000,Second,Pune,6
Hyundai i10 Sportz,2010,1197 CC,Petrol,Manual,26966,First,Chennai,3
Honda Jazz 1.2 SV i VTEC,2015,1199 CC,Petrol,Manual,27628,First,Mumbai,4.95
Maruti SX4 S Cross DDiS 200 Zeta,2016,1248 CC,Diesel,Manual,82497,First,Hyderabad,8.99
Honda Accord VTi-L MT,2007,2354 CC,Petrol,Manual,86000,Third,Mumbai,1.85
Volkswagen Polo Petrol Comfortline 1.2L,2016,1198 CC,Petrol,Manual,26981,First,Coimbatore,6.16
Maruti Ritz VDi,2010,1248 CC,Diesel,Manual,110471,First,Hyderabad,3.5
Honda Amaze S Petrol,2014,1199 CC,Petrol,Manual,69000,First,Jaipur,4.5
Hyundai i20 1.2 Asta Option,2017,1197 CC,Petrol,Manual,12000,First,Hyderabad,7.75
Renault Duster 85PS Diesel RxL,2014,1461 CC,Diesel,Manual,77500,First,Hyderabad,6.6
Hyundai Grand i10 Magna,2014,1197 CC,Petrol,Manual,48031,First,Kochi,4.98
BMW 3 Series 320d Highline,2008,1995 CC,Diesel,Automatic,170000,Third,Chennai,9.75
Ford Ecosport 1.5 DV5 MT Trend,2014,1498 CC,Diesel,Manual,69565,First,Mumbai,5.55
Volkswagen Vento 1.5 TDI Highline AT,2016,1498 CC,Diesel,Automatic,45492,First,Hyderabad,10.3
Honda Accord 2.4 AT,2011,2354 CC,Petrol,Automatic,85000,Second,Chennai,7.5
Chevrolet Aveo 1.4,2008,1399 CC,Petrol,Manual,55902,First,Hyderabad,1.8
Volkswagen Polo 1.2 MPI Highline Plus,2017,1199 CC,Petrol,Manual,18500,First,Hyderabad,6.25
Mahindra Xylo D4 BS III,2015,2489 CC,Diesel,Manual,129750,Second,Hyderabad,6.8
Hyundai i10 Magna AT,2009,1197 CC,Petrol,Automatic,50902,First,Hyderabad,3
Mahindra XUV500 W8 4WD,2015,2179 CC,Diesel,Manual,84725,First,Coimbatore,11.6
Hyundai Elantra CRDi SX,2013,1582 CC,Diesel,Manual,40000,Second,Mumbai,6.95
Volkswagen Passat 1.8 TSI MT,2010,1798 CC,Petrol,Manual,60000,Third,Mumbai,3.5
Hyundai Grand i10 1.2 Kappa Sportz,2014,1197 CC,Petrol,Manual,33496,First,Coimbatore,5.5
Hyundai i20 Asta Option 1.2,2015,1197 CC,Petrol,Manual,25000,First,Mumbai,5.65
Chevrolet Enjoy TCDi LS 8 Seater,2013,1248 CC,Diesel,Manual,71000,First,Ahmedabad,3.25
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,2015,1598 CC,Petrol,Automatic,20826,First,Coimbatore,7.72
Hyundai Creta 1.6 CRDi SX,2016,1582 CC,Diesel,Manual,42244,First,Pune,12
Chevrolet Beat Diesel PS,2013,936 CC,Diesel,Manual,98598,First,Jaipur,1.55
Toyota Fortuner 3.0 Diesel,2011,2982 CC,Diesel,Manual,62100,First,Delhi,10.75
Hyundai i20 Sportz Option 1.2,2016,1197 CC,Petrol,Manual,44238,First,Coimbatore,6.72
Audi Q7 3.0 TDI quattro,2012,2967 CC,Diesel,Automatic,91743,First,Coimbatore,28.55
Porsche Panamera Diesel,2013,2967 CC,Diesel,Automatic,19828,Second,Bangalore,75
Honda City i VTEC VX,2016,1497 CC,Petrol,Manual,36891,First,Hyderabad,10.49
Mahindra Quanto C4,2012,1493 CC,Diesel,Manual,90049,First,Hyderabad,3.8
Audi A4 2.0 TDI Multitronic,2012,1968 CC,Diesel,Automatic,74002,First,Ahmedabad,18.5
Hyundai Sonata Transform 2.4 GDi AT,2013,2359 CC,Petrol,Automatic,41000,First,Kolkata,6
Hyundai Verna 1.6 SX,2012,1582 CC,Diesel,Manual,83678,First,Hyderabad,5.5
Maruti Wagon R LXI BS IV,2010,998 CC,Petrol,Manual,91000,First,Pune,2.3
Maruti Ertiga SHVS ZDI Plus,2016,1248 CC,Diesel,Manual,50000,First,Jaipur,8.7
Hyundai Xcent 1.1 CRDi S Option,2015,1120 CC,Diesel,Manual,58000,First,Delhi,4.95
Maruti Swift VDI,2012,1248 CC,Diesel,Manual,80000,First,Jaipur,4.25
Mahindra XUV500 W6 2WD,2017,2179 CC,Diesel,Manual,41290,Second,Kochi,10.94
BMW 5 Series 520d Luxury Line,2013,1995 CC,Diesel,Automatic,65000,First,Delhi,21.26
Toyota Corolla Altis 1.8 G,2016,1798 CC,Petrol,Manual,16471,Second,Bangalore,11.5
Hyundai i20 Asta 1.4 CRDi,2015,1396 CC,Diesel,Manual,54339,Second,Pune,6
Mahindra KUV 100 mFALCON G80 K2,2016,1198 CC,Petrol,Manual,24025,First,Hyderabad,4.1
Maruti Alto 800 2016-2019 LXI,2013,796 CC,Petrol,Manual,24027,First,Kolkata,2.01
Fiat Punto EVO 1.2 Emotion,2010,1172 CC,Petrol,Manual,59270,First,Hyderabad,2.6
Maruti Wagon R VXI BS IV,2012,998 CC,Petrol,Manual,40000,First,Kolkata,2.35
Mitsubishi Pajero 4X4 LHD,2012,2835 CC,Diesel,Manual,155566,Second,Bangalore,9.15
Honda Brio EX MT,2013,1198 CC,Petrol,Manual,42320,First,Chennai,2.9
Hyundai i20 Asta Option 1.4 CRDi,2017,1396 CC,Diesel,Manual,24153,Second,Coimbatore,9.18
Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,1591 CC,Petrol,Automatic,27000,First,Mumbai,11.45
Maruti Alto Green LXi (CNG),2012,796 CC,CNG,Manual,92000,Second,Hyderabad,2.1
Honda Amaze S i-VTEC,2017,1198 CC,Petrol,Manual,61795,First,Kochi,5.53
Mahindra KUV 100 mFALCON G80 K6 Plus,2016,1198 CC,Petrol,Manual,13500,First,Chennai,3.75
Honda City i-VTEC CVT VX,2018,1497 CC,Petrol,Automatic,4500,First,Pune,12.5
Mahindra XUV500 AT W10 FWD,2017,2179 CC,Diesel,Automatic,23000,First,Mumbai,15.5
Hyundai Santro GLS I - Euro I,2011,1086 CC,Petrol,Manual,65400,First,Pune,2.1
Mercedes-Benz New C-Class 220 CDI AT,2013,2143 CC,Diesel,Automatic,80578,Second,Mumbai,14.5
Renault Duster 110PS Diesel RxZ AMT,2017,1461 CC,Diesel,Automatic,42646,First,Coimbatore,12.46
Volkswagen Polo 1.2 MPI Comfortline,2014,1198 CC,Petrol,Manual,30000,Second,Bangalore,5.25
BMW 5 Series 520d Sedan,2012,,Diesel,Automatic,90000,First,Delhi,14.5
Mercedes-Benz S Class 2005 2013 S 350 CDI,2009,2987 CC,Diesel,Automatic,98000,Second,Bangalore,25
Hyundai Santro GLS II - Euro II,2012,,Petrol,Manual,66400,First,Kochi,2.66
Jaguar XJ 3.0L Premium Luxury,2012,2993 CC,Diesel,Automatic,50000,First,Hyderabad,45
Maruti Swift VDI,2015,1248 CC,Diesel,Manual,63310,First,Jaipur,5.1
Honda Amaze S i-Dtech,2014,1498 CC,Diesel,Manual,66000,First,Delhi,3.5
BMW 3 Series 320d Highline,2011,1995 CC,Diesel,Automatic,74000,Second,Ahmedabad,12.5
Hyundai Verna 1.4 EX,2012,1396 CC,Diesel,Manual,93000,First,Hyderabad,5.55
Toyota Fortuner 4x2 4 Speed AT,2015,2982 CC,Diesel,Automatic,70000,First,Delhi,19.48
Maruti Swift VXI,2012,1197 CC,Petrol,Manual,48772,First,Ahmedabad,3.91
Chevrolet Beat LS,2010,1199 CC,Petrol,Manual,66000,First,Chennai,2.19
Hyundai Grand i10 Asta Option AT,2017,1197 CC,Petrol,Automatic,27417,First,Coimbatore,6.89
Ford Figo Petrol ZXI,2011,1196 CC,Petrol,Manual,51593,Second,Coimbatore,3.47
Nissan Teana 230jM,2008,2349 CC,Petrol,Automatic,86340,Second,Mumbai,3.25
Maruti Swift VXI BSIII,2010,1298 CC,Petrol,Manual,75000,First,Pune,2.85
Audi A4 35 TDI Premium,2016,1968 CC,Diesel,Automatic,39237,First,Coimbatore,25.64
Honda City V MT,2018,1497 CC,Petrol,Manual,11966,First,Kochi,10.28
Honda Jazz V,2015,1199 CC,Petrol,Manual,37000,First,Hyderabad,6.3
Volkswagen Polo 1.5 TDI Highline,2014,1498 CC,Diesel,Manual,70920,First,Chennai,4.75
Nissan Terrano XL D Option,2013,1461 CC,Diesel,Manual,65280,First,Hyderabad,5.8
Land Rover Discovery Sport SD4 HSE Luxury 7S,2016,2179 CC,Diesel,Automatic,62000,First,Hyderabad,44.5
Hyundai i20 Magna Optional 1.2,2014,1197 CC,Petrol,Manual,44525,First,Kochi,4.65
Honda City 1.5 E MT,2009,1497 CC,Petrol,Manual,86863,First,Jaipur,3.6
Mahindra XUV500 W10 AWD,2015,2179 CC,Diesel,Manual,102626,First,Hyderabad,12.25
Jeep Compass 2.0 Limited Option 4X4,2017,1956 CC,Diesel,Manual,45000,First,Jaipur,20
Mahindra XUV500 W10 AWD,2017,2179 CC,Diesel,Manual,22000,First,Jaipur,16
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2011,2179 CC,Diesel,Automatic,108905,Second,Coimbatore,6.21
Datsun GO Plus T,2016,1198 CC,Petrol,Manual,12800,First,Kolkata,3.25
Mahindra Scorpio S6 Plus 7 Seater,2016,2179 CC,Diesel,Manual,32000,First,Kolkata,9.75
Honda Amaze S AT i-Vtech,2014,1198 CC,Petrol,Automatic,39000,First,Mumbai,4.45
Honda City i-DTEC ZX,2017,1498 CC,Diesel,Manual,42000,First,Pune,12
Tata Indigo GLE,2008,1396 CC,Petrol,Manual,73000,First,Chennai,0.8
Hyundai Grand i10 1.2 CRDi Sportz,2018,1186 CC,Diesel,Manual,48000,First,Chennai,5.95
Maruti Alto 800 2016-2019 CNG LXI,2015,796 CC,CNG,Manual,18000,First,Pune,3
Hyundai Verna 1.4 CX VTVT,2014,1396 CC,Petrol,Manual,19000,First,Kolkata,5.25
Toyota Innova Crysta 2.4 VX MT,2019,2393 CC,Diesel,Manual,33598,First,Coimbatore,22.2
BMW X1 sDrive20d,2012,1995 CC,Diesel,Automatic,63000,First,Jaipur,13.5
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2015,1968 CC,Diesel,Automatic,48000,First,Chennai,13.5
Ford Figo Diesel ZXI,2014,1399 CC,Diesel,Manual,66000,First,Delhi,3.47
Mahindra Ssangyong Rexton RX7,2013,2696 CC,Diesel,Automatic,80000,Second,Ahmedabad,9.5
Volkswagen Vento Petrol Highline,2011,1598 CC,Petrol,Manual,37000,First,Chennai,4.8
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2016,1598 CC,Petrol,Manual,35058,First,Kochi,6.54
Volkswagen Polo Petrol Comfortline 1.2L,2012,1198 CC,Petrol,Manual,52000,First,Delhi,3.1
Maruti S Cross DDiS 200 Delta,2015,1248 CC,Diesel,Manual,61313,First,Hyderabad,7.99
Toyota Corolla Altis G,2009,1798 CC,Petrol,Manual,45000,Second,Kolkata,3.3
Maruti Ertiga ZDI,2015,1248 CC,Diesel,Manual,74000,First,Bangalore,8.75
Hyundai i10 Asta Sunroof AT,2013,1197 CC,Petrol,Automatic,89000,First,Hyderabad,4.19
Mercedes-Benz CLA 200 CDI Sport,2019,2143 CC,Diesel,Automatic,13414,First,Kochi,30.77
Honda City ZX VTEC,2006,1497 CC,Petrol,Manual,95000,Second,Jaipur,2.11
Mahindra KUV 100 G80 K8,2018,1198 CC,Petrol,Manual,15900,First,Jaipur,6.25
Toyota Fortuner 3.0 Diesel,2011,2982 CC,Diesel,Manual,151000,First,Delhi,11.4
Honda City 1.5 V MT,2011,1497 CC,Petrol,Manual,65000,First,Bangalore,5.2
Audi A6 35 TDI Matrix,2017,1968 CC,Diesel,Automatic,36824,First,Coimbatore,39.84
Ford Figo Diesel ZXI,2013,1399 CC,Diesel,Manual,65287,First,Coimbatore,4.45
Mercedes-Benz GLA Class 200 CDI,2014,2143 CC,Diesel,Automatic,52000,First,Kolkata,19.5
Chevrolet Aveo U-VA 1.2 LS,2007,1150 CC,Petrol,Manual,33000,First,Hyderabad,1.75
Ford Figo 2015-2019 1.5D Titanium MT,2016,1498 CC,Diesel,Manual,71000,First,Hyderabad,5.1
Hyundai Elantra CRDi SX AT,2013,1582 CC,Diesel,Automatic,71000,First,Delhi,6.8
Maruti Baleno Zeta CVT,2016,1197 CC,Petrol,Automatic,20000,First,Kolkata,5.74
Maruti Swift LXi BSIV,2010,1197 CC,Petrol,Manual,71000,First,Hyderabad,3.3
Mercedes-Benz CLS-Class 2006-2010 350 CDI,2010,3498 CC,Diesel,Automatic,29000,First,Hyderabad,32
BMW 3 Series Luxury Line,2016,1995 CC,Diesel,Automatic,27000,First,Ahmedabad,35
Maruti Dzire AMT ZDI Plus,2017,1248 CC,Diesel,Automatic,19000,First,Chennai,8.9
Hyundai Verna 1.6 SX VTVT,2011,1591 CC,Petrol,Manual,58000,Second,Mumbai,4
Jeep Compass 2.0 Longitude,2018,1956 CC,Diesel,Manual,42203,First,Kochi,19.46
Hyundai Sonata Embera 2.0L CRDi AT,2009,1991 CC,Diesel,Automatic,94000,First,Hyderabad,5.25
Maruti Eeco 5 STR With AC Plus HTR CNG,2013,1196 CC,CNG,Manual,52000,Second,Delhi,2.6
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,1497 CC,Diesel,Manual,4900,First,Kolkata,9.22
Hyundai EON Era Plus,2013,814 CC,Petrol,Manual,70000,First,Jaipur,1.8
Tata Indica DLS,2005,1405 CC,Diesel,Manual,100000,Second,Hyderabad,1.3
BMW 5 Series 2013-2017 530d M Sport,2015,2993 CC,Diesel,Automatic,65266,First,Kochi,31.75
Maruti Ertiga VDI,2014,1248 CC,Diesel,Manual,54569,First,Delhi,5.99
Honda Amaze E i-Vtech,2015,1198 CC,Petrol,Manual,51361,First,Kochi,4.94
Ford Fiesta 1.4 Duratec ZXI,2007,1388 CC,Petrol,Manual,125000,Third,Jaipur,1.5
Honda Civic 2006-2010 1.8 V MT,2008,1799 CC,Petrol,Manual,66000,Third,Bangalore,3.25
Maruti Wagon R LX DUO BSIII,2007,1061 CC,LPG,Manual,65047,First,Hyderabad,1.95
Maruti Ertiga ZDI,2014,1248 CC,Diesel,Manual,22281,First,Delhi,6.5
Hyundai Grand i10 CRDi Sportz,2013,1120 CC,Diesel,Manual,63210,First,Delhi,3.71
Hyundai Xcent 1.2 VTVT E Plus,2018,1197 CC,Petrol,Manual,31000,First,Pune,5
Hyundai i10 Era,2008,1086 CC,Petrol,Manual,60000,First,Ahmedabad,1.99
Honda Amaze S i-Vtech,2017,1198 CC,Petrol,Manual,32006,First,Mumbai,4.25
Audi A6 2.7 TDI,2009,2698 CC,Diesel,Automatic,78000,First,Ahmedabad,8
Hyundai i10 Magna 1.2 iTech SE,2011,1197 CC,Petrol,Manual,9489,First,Mumbai,2.95
Renault KWID RXT Optional,2018,799 CC,Petrol,Manual,5000,First,Pune,3.5
Audi A4 New 2.0 TDI Multitronic,2012,1968 CC,Diesel,Automatic,60000,Second,Jaipur,16
Maruti Alto 800 LXI Airbag,2015,796 CC,Petrol,Manual,50000,First,Jaipur,2.75
Honda City i VTEC VX Option,2015,1497 CC,Petrol,Manual,53000,First,Delhi,6.95
Mercedes-Benz New C-Class C250 Avantgarde,2011,1796 CC,Petrol,Automatic,64000,Second,Delhi,12.5
Audi Q5 3.0 TDI Quattro Technology,2017,2967 CC,Diesel,Automatic,43827,First,Coimbatore,36.83
Volkswagen Polo 1.2 MPI Comfortline,2011,1199 CC,Petrol,Manual,36431,First,Pune,2.7
Hyundai Creta 1.4 E Plus Diesel,2017,1396 CC,Diesel,Manual,35000,First,Mumbai,9.9
Honda City 1.5 V MT,2011,1497 CC,Petrol,Manual,94832,First,Kochi,3.83
Honda City 1.5 S MT,2012,1497 CC,Petrol,Manual,88381,First,Coimbatore,5.25
Maruti S Cross DDiS 320 Alpha,2016,1598 CC,Diesel,Manual,45194,First,Kolkata,7.75
Maruti SX4 Vxi BSIV,2010,1586 CC,Petrol,Manual,66000,Second,Mumbai,2.46
Maruti Swift Dzire VDI,2014,1248 CC,Diesel,Manual,38578,First,Kolkata,3.96
Maruti Ertiga ZDI,2015,1248 CC,Diesel,Manual,40000,First,Chennai,8.25
Hyundai i20 1.2 Spotz,2018,1197 CC,Petrol,Manual,20632,First,Coimbatore,7.58
Hyundai Grand i10 CRDi Magna,2014,1120 CC,Diesel,Manual,73042,First,Hyderabad,3.99
Honda City i VTEC SV,2014,1497 CC,Petrol,Manual,54257,First,Delhi,6.25
Skoda Rapid 1.6 TDI Elegance,2013,1598 CC,Diesel,Manual,93000,First,Hyderabad,5
